 Time, x,y,z,q_x,q_y_,q_z,q_w,x_dot,y_dot,z_dot 
3508.74,490368,4416170,1642.82,-0.0133614,-0.000155778,0.011657,0.999843,0.445964,0,0
3508.86,490368,4416170,1642.83,-0.0134977,-0.000156446,0.0115887,0.999842,0.448134,0,0
3508.94,490368,4416170,1642.83,-0.0135658,-0.000160011,0.0117932,0.999838,0.447049,0,0
3509.07,490368,4416170,1642.83,-0.0133613,-0.00015851,0.0118614,0.99984,0.438368,0,0
3509.15,490368,4416170,1642.83,-0.012816,-0.000154662,0.0120661,0.999845,0.437283,0,0
3509.27,490368,4416170,1642.83,-0.0126114,-0.000156493,0.0124069,0.999843,0.421007,0,0
3509.34,490368,4416170,1642.84,-0.0128159,-0.000164274,0.0128159,0.999836,0.418837,0,0
3509.46,490368,4416170,1642.84,-0.0127477,-0.0001634,0.0128159,0.999837,0.416667,0,0
3509.54,490368,4416170,1642.84,-0.0124069,-0.000156492,0.0126114,0.999843,0.407986,0,0
3509.66,490368,4416170,1642.84,-0.0123387,-0.000155633,0.0126114,0.999844,0.38737,0,0
3509.75,490368,4416170,1642.84,-0.0122024,-0.000157241,0.0128841,0.999843,0.402561,0,0
3509.87,490368,4416170,1642.85,-0.011657,-0.000151804,0.0130206,0.999847,0.426432,0,0
3510.06,490368,4416170,1642.86,-0.0102936,-0.00013826,0.0134297,0.999857,0.447049,0,0
3510.14,490367,4416170,1642.86,-0.00974824,-0.000132929,0.0136343,0.99986,0.440538,0,0
3510.26,490367,4416170,1642.86,-0.00927105,-0.000127687,0.0137707,0.999862,0.424262,0,0
3510.34,490367,4416170,1642.86,-0.00886203,-0.000123262,0.0139071,0.999864,0.444878,0,0
3510.46,490367,4416170,1642.87,-0.008453,-0.000118725,0.0140435,0.999866,0.450304,0,0
3510.55,490367,4416170,1642.87,-0.00790766,-0.000111066,0.0140435,0.99987,0.442708,0,0
3510.67,490367,4416170,1642.87,-0.0071578,-0.000101022,0.0141118,0.999875,0.422092,0,0
3510.74,490367,4416170,1642.87,-0.00661244,-9.47E-05,0.0143164,0.999876,0.426432,0,0
3510.86,490367,4416170,1642.87,-0.00627157,-9.15E-05,0.014589,0.999874,0.438368,0,0
3510.94,490367,4416170,1642.87,-0.00593072,-0.000086939,0.0146572,0.999875,0.460069,0,0
3511.06,490367,4416170,1642.87,-0.00565805,-0.000082942,0.0146573,0.999877,0.449219,0,0
3511.14,490367,4416170,1642.87,-0.00545354,-7.99E-05,0.0146573,0.999878,0.437283,0,0
